# Assembly name:  AgR_To_v5
# Organism name:  Trifolium repens (white clover)
# Infraspecific name:  cultivar=cv 'Crau'-derivative
# Taxid:          3899
# BioSample:      SAMN11016253
# BioProject:     PRJNA523044
# Submitter:      AgResearch Ltd
# Date:           2019-11-22
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    VCDJ01
# Assembly method: AllPaths v. DEC-2013
# Expected final version: no
# Genome coverage: 100.0x
# Sequencing technology: Illumina HiSeq
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_005869975.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_005871075.1		Primary Assembly
## GCA_005871225.1		non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
scaffold_10152	unplaced-scaffold	na	na	VCDJ01010109.1	<>	na	Primary Assembly	2293	na
scaffold_10153	unplaced-scaffold	na	na	VCDJ01010110.1	<>	na	Primary Assembly	938	na
scaffold_10154	unplaced-scaffold	na	na	VCDJ01010111.1	<>	na	Primary Assembly	4680	na
scaffold_10155	unplaced-scaffold	na	na	VCDJ01010112.1	<>	na	Primary Assembly	13251	na
scaffold_10156	unplaced-scaffold	na	na	VCDJ01010113.1	<>	na	Primary Assembly	2814	na
scaffold_10157	unplaced-scaffold	na	na	VCDJ01010114.1	<>	na	Primary Assembly	3238	na
scaffold_10158	unplaced-scaffold	na	na	VCDJ01010115.1	<>	na	Primary Assembly	2190	na
scaffold_10159	unplaced-scaffold	na	na	VCDJ01010116.1	<>	na	Primary Assembly	3207	na
scaffold_10160	unplaced-scaffold	na	na	VCDJ01010117.1	<>	na	Primary Assembly	17888	na
scaffold_10161	unplaced-scaffold	na	na	VCDJ01010118.1	<>	na	Primary Assembly	6866	na
scaffold_10162	unplaced-scaffold	na	na	VCDJ01010119.1	<>	na	Primary Assembly	1532	na
scaffold_10163	unplaced-scaffold	na	na	VCDJ01010120.1	<>	na	Primary Assembly	6485	na
scaffold_10164	unplaced-scaffold	na	na	VCDJ01010121.1	<>	na	Primary Assembly	17669	na
scaffold_10165	unplaced-scaffold	na	na	VCDJ01010122.1	<>	na	Primary Assembly	1254	na
scaffold_10166	unplaced-scaffold	na	na	VCDJ01010123.1	<>	na	Primary Assembly	9074	na
scaffold_10167	unplaced-scaffold	na	na	VCDJ01010124.1	<>	na	Primary Assembly	1649	na
scaffold_10168	unplaced-scaffold	na	na	VCDJ01010125.1	<>	na	Primary Assembly	1196	na
scaffold_10169	unplaced-scaffold	na	na	VCDJ01010126.1	<>	na	Primary Assembly	3192	na
scaffold_10170	unplaced-scaffold	na	na	VCDJ01010127.1	<>	na	Primary Assembly	202	na
scaffold_10171	unplaced-scaffold	na	na	VCDJ01010128.1	<>	na	Primary Assembly	3770	na
scaffold_10172	unplaced-scaffold	na	na	VCDJ01010129.1	<>	na	Primary Assembly	5570	na
scaffold_10173	unplaced-scaffold	na	na	VCDJ01010130.1	<>	na	Primary Assembly	11980	na
scaffold_10174	unplaced-scaffold	na	na	VCDJ01010131.1	<>	na	Primary Assembly	5385	na
scaffold_10175	unplaced-scaffold	na	na	VCDJ01010132.1	<>	na	Primary Assembly	1885	na
scaffold_10176	unplaced-scaffold	na	na	VCDJ01010133.1	<>	na	Primary Assembly	3926	na
scaffold_10177	unplaced-scaffold	na	na	VCDJ01010134.1	<>	na	Primary Assembly	3305	na
scaffold_10178	unplaced-scaffold	na	na	VCDJ01010135.1	<>	na	Primary Assembly	2590	na
scaffold_10179	unplaced-scaffold	na	na	VCDJ01010136.1	<>	na	Primary Assembly	3539	na
scaffold_10180	unplaced-scaffold	na	na	VCDJ01010137.1	<>	na	Primary Assembly	685	na
scaffold_10181	unplaced-scaffold	na	na	VCDJ01010138.1	<>	na	Primary Assembly	435	na
scaffold_10182	unplaced-scaffold	na	na	VCDJ01010139.1	<>	na	Primary Assembly	4333	na
scaffold_10183	unplaced-scaffold	na	na	VCDJ01010140.1	<>	na	Primary Assembly	784	na
scaffold_10184	unplaced-scaffold	na	na	VCDJ01010141.1	<>	na	Primary Assembly	1367	na
scaffold_10185	unplaced-scaffold	na	na	VCDJ01010142.1	<>	na	Primary Assembly	7702	na
scaffold_10186	unplaced-scaffold	na	na	VCDJ01010143.1	<>	na	Primary Assembly	7143	na
scaffold_10187	unplaced-scaffold	na	na	VCDJ01010144.1	<>	na	Primary Assembly	1727	na
scaffold_10188	unplaced-scaffold	na	na	VCDJ01010145.1	<>	na	Primary Assembly	10254	na
scaffold_10189	unplaced-scaffold	na	na	VCDJ01010146.1	<>	na	Primary Assembly	3274	na
scaffold_10190	unplaced-scaffold	na	na	VCDJ01010147.1	<>	na	Primary Assembly	2964	na
scaffold_10191	unplaced-scaffold	na	na	VCDJ01010148.1	<>	na	Primary Assembly	17204	na
scaffold_10192	unplaced-scaffold	na	na	VCDJ01010149.1	<>	na	Primary Assembly	1965	na
scaffold_10193	unplaced-scaffold	na	na	VCDJ01010150.1	<>	na	Primary Assembly	5681	na
scaffold_10194	unplaced-scaffold	na	na	VCDJ01010151.1	<>	na	Primary Assembly	6527	na
scaffold_10195	unplaced-scaffold	na	na	VCDJ01010152.1	<>	na	Primary Assembly	1247	na
scaffold_10196	unplaced-scaffold	na	na	VCDJ01010153.1	<>	na	Primary Assembly	2621	na
scaffold_10197	unplaced-scaffold	na	na	VCDJ01010154.1	<>	na	Primary Assembly	987	na
scaffold_10198	unplaced-scaffold	na	na	VCDJ01010155.1	<>	na	Primary Assembly	210	na
scaffold_10199	unplaced-scaffold	na	na	VCDJ01010156.1	<>	na	Primary Assembly	287	na
scaffold_10200	unplaced-scaffold	na	na	VCDJ01010157.1	<>	na	Primary Assembly	543	na
scaffold_10201	unplaced-scaffold	na	na	VCDJ01010158.1	<>	na	Primary Assembly	1415	na
scaffold_10202	unplaced-scaffold	na	na	VCDJ01010159.1	<>	na	Primary Assembly	6314	na
scaffold_10203	unplaced-scaffold	na	na	VCDJ01010160.1	<>	na	Primary Assembly	1020	na
scaffold_10204	unplaced-scaffold	na	na	VCDJ01010161.1	<>	na	Primary Assembly	1923	na
scaffold_10205	unplaced-scaffold	na	na	VCDJ01010162.1	<>	na	Primary Assembly	1275	na
scaffold_10206	unplaced-scaffold	na	na	VCDJ01010163.1	<>	na	Primary Assembly	15885	na
scaffold_10207	unplaced-scaffold	na	na	VCDJ01010164.1	<>	na	Primary Assembly	12055	na
scaffold_10208	unplaced-scaffold	na	na	VCDJ01010165.1	<>	na	Primary Assembly	3452	na
scaffold_10209	unplaced-scaffold	na	na	VCDJ01010166.1	<>	na	Primary Assembly	3537	na
scaffold_10210	unplaced-scaffold	na	na	VCDJ01010167.1	<>	na	Primary Assembly	8327	na
scaffold_10211	unplaced-scaffold	na	na	VCDJ01010168.1	<>	na	Primary Assembly	1506	na
scaffold_10212	unplaced-scaffold	na	na	VCDJ01010169.1	<>	na	Primary Assembly	2101	na
scaffold_10213	unplaced-scaffold	na	na	VCDJ01010170.1	<>	na	Primary Assembly	1948	na
scaffold_10214	unplaced-scaffold	na	na	VCDJ01010171.1	<>	na	Primary Assembly	12790	na
scaffold_10215	unplaced-scaffold	na	na	VCDJ01010172.1	<>	na	Primary Assembly	4696	na
scaffold_10216	unplaced-scaffold	na	na	VCDJ01010173.1	<>	na	Primary Assembly	12316	na
scaffold_10217	unplaced-scaffold	na	na	VCDJ01010174.1	<>	na	Primary Assembly	3267	na
scaffold_10218	unplaced-scaffold	na	na	VCDJ01010175.1	<>	na	Primary Assembly	4236	na
scaffold_10219	unplaced-scaffold	na	na	VCDJ01010176.1	<>	na	Primary Assembly	205	na
scaffold_10220	unplaced-scaffold	na	na	VCDJ01010177.1	<>	na	Primary Assembly	215	na
scaffold_10221	unplaced-scaffold	na	na	VCDJ01010178.1	<>	na	Primary Assembly	492	na
scaffold_10222	unplaced-scaffold	na	na	VCDJ01010179.1	<>	na	Primary Assembly	2960	na
scaffold_10223	unplaced-scaffold	na	na	VCDJ01010180.1	<>	na	Primary Assembly	945	na
scaffold_10224	unplaced-scaffold	na	na	VCDJ01010181.1	<>	na	Primary Assembly	595	na
scaffold_10225	unplaced-scaffold	na	na	VCDJ01010182.1	<>	na	Primary Assembly	13635	na
scaffold_10226	unplaced-scaffold	na	na	VCDJ01010183.1	<>	na	Primary Assembly	213	na
scaffold_10227	unplaced-scaffold	na	na	VCDJ01010184.1	<>	na	Primary Assembly	1550	na
scaffold_10228	unplaced-scaffold	na	na	VCDJ01010185.1	<>	na	Primary Assembly	266	na
scaffold_10229	unplaced-scaffold	na	na	VCDJ01010186.1	<>	na	Primary Assembly	229	na
scaffold_10230	unplaced-scaffold	na	na	VCDJ01010187.1	<>	na	Primary Assembly	6792	na
scaffold_10231	unplaced-scaffold	na	na	VCDJ01010188.1	<>	na	Primary Assembly	4224	na
scaffold_10232	unplaced-scaffold	na	na	VCDJ01010189.1	<>	na	Primary Assembly	16817	na
scaffold_10233	unplaced-scaffold	na	na	VCDJ01010190.1	<>	na	Primary Assembly	1506	na
scaffold_10234	unplaced-scaffold	na	na	VCDJ01010191.1	<>	na	Primary Assembly	15329	na
scaffold_10235	unplaced-scaffold	na	na	VCDJ01010192.1	<>	na	Primary Assembly	8101	na
scaffold_10236	unplaced-scaffold	na	na	VCDJ01010193.1	<>	na	Primary Assembly	4414	na
scaffold_10237	unplaced-scaffold	na	na	VCDJ01010194.1	<>	na	Primary Assembly	937	na
scaffold_10238	unplaced-scaffold	na	na	VCDJ01010195.1	<>	na	Primary Assembly	3125	na
scaffold_10239	unplaced-scaffold	na	na	VCDJ01010196.1	<>	na	Primary Assembly	2730	na
scaffold_10240	unplaced-scaffold	na	na	VCDJ01010197.1	<>	na	Primary Assembly	5853	na
scaffold_10241	unplaced-scaffold	na	na	VCDJ01010198.1	<>	na	Primary Assembly	2942	na
scaffold_10242	unplaced-scaffold	na	na	VCDJ01010199.1	<>	na	Primary Assembly	5596	na
scaffold_10243	unplaced-scaffold	na	na	VCDJ01010200.1	<>	na	Primary Assembly	9675	na
scaffold_10244	unplaced-scaffold	na	na	VCDJ01010201.1	<>	na	Primary Assembly	8701	na
scaffold_10245	unplaced-scaffold	na	na	VCDJ01010202.1	<>	na	Primary Assembly	1940	na
scaffold_10246	unplaced-scaffold	na	na	VCDJ01010203.1	<>	na	Primary Assembly	1555	na
scaffold_10247	unplaced-scaffold	na	na	VCDJ01010204.1	<>	na	Primary Assembly	891	na
scaffold_10248	unplaced-scaffold	na	na	VCDJ01010205.1	<>	na	Primary Assembly	947	na
scaffold_10249	unplaced-scaffold	na	na	VCDJ01010206.1	<>	na	Primary Assembly	1580	na
scaffold_10250	unplaced-scaffold	na	na	VCDJ01010207.1	<>	na	Primary Assembly	880	na
scaffold_10251	unplaced-scaffold	na	na	VCDJ01010208.1	<>	na	Primary Assembly	1258	na
scaffold_10252	unplaced-scaffold	na	na	VCDJ01010209.1	<>	na	Primary Assembly	1273	na
scaffold_10253	unplaced-scaffold	na	na	VCDJ01010210.1	<>	na	Primary Assembly	922	na
scaffold_10254	unplaced-scaffold	na	na	VCDJ01010211.1	<>	na	Primary Assembly	573	na
scaffold_10255	unplaced-scaffold	na	na	VCDJ01010212.1	<>	na	Primary Assembly	508	na
scaffold_10256	unplaced-scaffold	na	na	VCDJ01010213.1	<>	na	Primary Assembly	1245	na
scaffold_10257	unplaced-scaffold	na	na	VCDJ01010214.1	<>	na	Primary Assembly	1183	na
scaffold_10258	unplaced-scaffold	na	na	VCDJ01010215.1	<>	na	Primary Assembly	11426	na
scaffold_10259	unplaced-scaffold	na	na	VCDJ01010216.1	<>	na	Primary Assembly	4137	na
scaffold_10260	unplaced-scaffold	na	na	VCDJ01010217.1	<>	na	Primary Assembly	2006	na
scaffold_10261	unplaced-scaffold	na	na	VCDJ01010218.1	<>	na	Primary Assembly	1791	na
scaffold_10262	unplaced-scaffold	na	na	VCDJ01010219.1	<>	na	Primary Assembly	799	na
scaffold_10263	unplaced-scaffold	na	na	VCDJ01010220.1	<>	na	Primary Assembly	3474	na
scaffold_10264	unplaced-scaffold	na	na	VCDJ01010221.1	<>	na	Primary Assembly	3159	na
scaffold_10265	unplaced-scaffold	na	na	VCDJ01010222.1	<>	na	Primary Assembly	4249	na
scaffold_10266	unplaced-scaffold	na	na	VCDJ01010223.1	<>	na	Primary Assembly	704	na
scaffold_10267	unplaced-scaffold	na	na	VCDJ01010224.1	<>	na	Primary Assembly	2598	na
scaffold_10268	unplaced-scaffold	na	na	VCDJ01010225.1	<>	na	Primary Assembly	16434	na
scaffold_10269	unplaced-scaffold	na	na	VCDJ01010226.1	<>	na	Primary Assembly	10928	na
scaffold_10270	unplaced-scaffold	na	na	VCDJ01010227.1	<>	na	Primary Assembly	4869	na
scaffold_10271	unplaced-scaffold	na	na	VCDJ01010228.1	<>	na	Primary Assembly	2788	na
scaffold_10272	unplaced-scaffold	na	na	VCDJ01010229.1	<>	na	Primary Assembly	12239	na
scaffold_10273	unplaced-scaffold	na	na	VCDJ01010230.1	<>	na	Primary Assembly	668	na
scaffold_10274	unplaced-scaffold	na	na	VCDJ01010231.1	<>	na	Primary Assembly	3458	na
scaffold_10275	unplaced-scaffold	na	na	VCDJ01010232.1	<>	na	Primary Assembly	3601	na
scaffold_10276	unplaced-scaffold	na	na	VCDJ01010233.1	<>	na	Primary Assembly	4383	na
scaffold_10277	unplaced-scaffold	na	na	VCDJ01010234.1	<>	na	Primary Assembly	4260	na
scaffold_10278	unplaced-scaffold	na	na	VCDJ01010235.1	<>	na	Primary Assembly	6142	na
scaffold_10279	unplaced-scaffold	na	na	VCDJ01010236.1	<>	na	Primary Assembly	10079	na
scaffold_10280	unplaced-scaffold	na	na	VCDJ01010237.1	<>	na	Primary Assembly	567	na
scaffold_10281	unplaced-scaffold	na	na	VCDJ01010238.1	<>	na	Primary Assembly	763	na
scaffold_10282	unplaced-scaffold	na	na	VCDJ01010239.1	<>	na	Primary Assembly	6938	na
scaffold_10283	unplaced-scaffold	na	na	VCDJ01010240.1	<>	na	Primary Assembly	1883	na
scaffold_10284	unplaced-scaffold	na	na	VCDJ01010241.1	<>	na	Primary Assembly	290	na
scaffold_10285	unplaced-scaffold	na	na	VCDJ01010242.1	<>	na	Primary Assembly	5005	na
scaffold_10286	unplaced-scaffold	na	na	VCDJ01010243.1	<>	na	Primary Assembly	2409	na
scaffold_10287	unplaced-scaffold	na	na	VCDJ01010244.1	<>	na	Primary Assembly	2475	na
scaffold_10288	unplaced-scaffold	na	na	VCDJ01010245.1	<>	na	Primary Assembly	11184	na
scaffold_10289	unplaced-scaffold	na	na	VCDJ01010246.1	<>	na	Primary Assembly	16108	na
scaffold_10290	unplaced-scaffold	na	na	VCDJ01010247.1	<>	na	Primary Assembly	3256	na
scaffold_10291	unplaced-scaffold	na	na	VCDJ01010248.1	<>	na	Primary Assembly	1718	na
scaffold_10292	unplaced-scaffold	na	na	VCDJ01010249.1	<>	na	Primary Assembly	223	na
scaffold_10293	unplaced-scaffold	na	na	VCDJ01010250.1	<>	na	Primary Assembly	4646	na
scaffold_10294	unplaced-scaffold	na	na	VCDJ01010251.1	<>	na	Primary Assembly	5212	na
scaffold_10295	unplaced-scaffold	na	na	VCDJ01010252.1	<>	na	Primary Assembly	13405	na
scaffold_10296	unplaced-scaffold	na	na	VCDJ01010253.1	<>	na	Primary Assembly	2650	na
scaffold_10297	unplaced-scaffold	na	na	VCDJ01010254.1	<>	na	Primary Assembly	2687	na
scaffold_10298	unplaced-scaffold	na	na	VCDJ01010255.1	<>	na	Primary Assembly	13042	na
scaffold_10299	unplaced-scaffold	na	na	VCDJ01010256.1	<>	na	Primary Assembly	1119	na
scaffold_10300	unplaced-scaffold	na	na	VCDJ01010257.1	<>	na	Primary Assembly	296	na
scaffold_10301	unplaced-scaffold	na	na	VCDJ01010258.1	<>	na	Primary Assembly	2646	na
scaffold_10302	unplaced-scaffold	na	na	VCDJ01010259.1	<>	na	Primary Assembly	2437	na
scaffold_10303	unplaced-scaffold	na	na	VCDJ01010260.1	<>	na	Primary Assembly	908	na
scaffold_10304	unplaced-scaffold	na	na	VCDJ01010261.1	<>	na	Primary Assembly	7905	na
scaffold_10305	unplaced-scaffold	na	na	VCDJ01010262.1	<>	na	Primary Assembly	1948	na
scaffold_10306	unplaced-scaffold	na	na	VCDJ01010263.1	<>	na	Primary Assembly	1584	na
scaffold_10307	unplaced-scaffold	na	na	VCDJ01010264.1	<>	na	Primary Assembly	3590	na
scaffold_10308	unplaced-scaffold	na	na	VCDJ01010265.1	<>	na	Primary Assembly	1554	na
scaffold_10309	unplaced-scaffold	na	na	VCDJ01010266.1	<>	na	Primary Assembly	5717	na
scaffold_10310	unplaced-scaffold	na	na	VCDJ01010267.1	<>	na	Primary Assembly	1661	na
scaffold_10311	unplaced-scaffold	na	na	VCDJ01010268.1	<>	na	Primary Assembly	2008	na
scaffold_10312	unplaced-scaffold	na	na	VCDJ01010269.1	<>	na	Primary Assembly	3189	na
scaffold_10313	unplaced-scaffold	na	na	VCDJ01010270.1	<>	na	Primary Assembly	10023	na
scaffold_10314	unplaced-scaffold	na	na	VCDJ01010271.1	<>	na	Primary Assembly	1981	na
scaffold_10315	unplaced-scaffold	na	na	VCDJ01010272.1	<>	na	Primary Assembly	2673	na
scaffold_10316	unplaced-scaffold	na	na	VCDJ01010273.1	<>	na	Primary Assembly	2138	na
scaffold_10317	unplaced-scaffold	na	na	VCDJ01010274.1	<>	na	Primary Assembly	6550	na
scaffold_10318	unplaced-scaffold	na	na	VCDJ01010275.1	<>	na	Primary Assembly	8287	na
scaffold_10319	unplaced-scaffold	na	na	VCDJ01010276.1	<>	na	Primary Assembly	4355	na
scaffold_10320	unplaced-scaffold	na	na	VCDJ01010277.1	<>	na	Primary Assembly	3096	na
scaffold_10321	unplaced-scaffold	na	na	VCDJ01010278.1	<>	na	Primary Assembly	8493	na
scaffold_10322	unplaced-scaffold	na	na	VCDJ01010279.1	<>	na	Primary Assembly	2487	na
scaffold_10323	unplaced-scaffold	na	na	VCDJ01010280.1	<>	na	Primary Assembly	4758	na
scaffold_10324	unplaced-scaffold	na	na	VCDJ01010281.1	<>	na	Primary Assembly	230	na
scaffold_10325	unplaced-scaffold	na	na	VCDJ01010282.1	<>	na	Primary Assembly	2280	na
scaffold_10326	unplaced-scaffold	na	na	VCDJ01010283.1	<>	na	Primary Assembly	3241	na
scaffold_10327	unplaced-scaffold	na	na	VCDJ01010284.1	<>	na	Primary Assembly	1255	na
scaffold_10328	unplaced-scaffold	na	na	VCDJ01010285.1	<>	na	Primary Assembly	2460	na
scaffold_10329	unplaced-scaffold	na	na	VCDJ01010286.1	<>	na	Primary Assembly	15709	na
scaffold_10330	unplaced-scaffold	na	na	VCDJ01010287.1	<>	na	Primary Assembly	10555	na
scaffold_10331	unplaced-scaffold	na	na	VCDJ01010288.1	<>	na	Primary Assembly	4661	na
scaffold_10332	unplaced-scaffold	na	na	VCDJ01010289.1	<>	na	Primary Assembly	837	na
scaffold_10333	unplaced-scaffold	na	na	VCDJ01010290.1	<>	na	Primary Assembly	403	na
scaffold_10334	unplaced-scaffold	na	na	VCDJ01010291.1	<>	na	Primary Assembly	1460	na
scaffold_10335	unplaced-scaffold	na	na	VCDJ01010292.1	<>	na	Primary Assembly	740	na
scaffold_10336	unplaced-scaffold	na	na	VCDJ01010293.1	<>	na	Primary Assembly	1146	na
scaffold_10337	unplaced-scaffold	na	na	VCDJ01010294.1	<>	na	Primary Assembly	3258	na
scaffold_10338	unplaced-scaffold	na	na	VCDJ01010295.1	<>	na	Primary Assembly	1306	na
scaffold_10339	unplaced-scaffold	na	na	VCDJ01010296.1	<>	na	Primary Assembly	2360	na
scaffold_10340	unplaced-scaffold	na	na	VCDJ01010297.1	<>	na	Primary Assembly	15575	na
scaffold_10341	unplaced-scaffold	na	na	VCDJ01010298.1	<>	na	Primary Assembly	15564	na
scaffold_10342	unplaced-scaffold	na	na	VCDJ01010299.1	<>	na	Primary Assembly	11151	na
scaffold_10343	unplaced-scaffold	na	na	VCDJ01010300.1	<>	na	Primary Assembly	2781	na
scaffold_10344	unplaced-scaffold	na	na	VCDJ01010301.1	<>	na	Primary Assembly	2396	na
scaffold_10345	unplaced-scaffold	na	na	VCDJ01010302.1	<>	na	Primary Assembly	2661	na
scaffold_10346	unplaced-scaffold	na	na	VCDJ01010303.1	<>	na	Primary Assembly	3397	na
scaffold_10347	unplaced-scaffold	na	na	VCDJ01010304.1	<>	na	Primary Assembly	7084	na
scaffold_10348	unplaced-scaffold	na	na	VCDJ01010305.1	<>	na	Primary Assembly	3305	na
scaffold_10349	unplaced-scaffold	na	na	VCDJ01010306.1	<>	na	Primary Assembly	3737	na
scaffold_10350	unplaced-scaffold	na	na	VCDJ01010307.1	<>	na	Primary Assembly	1358	na
scaffold_10351	unplaced-scaffold	na	na	VCDJ01010308.1	<>	na	Primary Assembly	937	na
scaffold_10352	unplaced-scaffold	na	na	VCDJ01010309.1	<>	na	Primary Assembly	2486	na
scaffold_10353	unplaced-scaffold	na	na	VCDJ01010310.1	<>	na	Primary Assembly	2466	na
scaffold_10354	unplaced-scaffold	na	na	VCDJ01010311.1	<>	na	Primary Assembly	8090	na
scaffold_10355	unplaced-scaffold	na	na	VCDJ01010312.1	<>	na	Primary Assembly	1152	na
scaffold_10356	unplaced-scaffold	na	na	VCDJ01010313.1	<>	na	Primary Assembly	457	na
scaffold_10357	unplaced-scaffold	na	na	VCDJ01010314.1	<>	na	Primary Assembly	6997	na
scaffold_10358	unplaced-scaffold	na	na	VCDJ01010315.1	<>	na	Primary Assembly	5145	na
scaffold_10359	unplaced-scaffold	na	na	VCDJ01010316.1	<>	na	Primary Assembly	5300	na
scaffold_10360	unplaced-scaffold	na	na	VCDJ01010317.1	<>	na	Primary Assembly	9954	na
scaffold_10361	unplaced-scaffold	na	na	VCDJ01010318.1	<>	na	Primary Assembly	3759	na
scaffold_10362	unplaced-scaffold	na	na	VCDJ01010319.1	<>	na	Primary Assembly	1661	na
scaffold_10363	unplaced-scaffold	na	na	VCDJ01010320.1	<>	na	Primary Assembly	230	na
scaffold_10364	unplaced-scaffold	na	na	VCDJ01010321.1	<>	na	Primary Assembly	1950	na
scaffold_10365	unplaced-scaffold	na	na	VCDJ01010322.1	<>	na	Primary Assembly	15192	na
scaffold_10366	unplaced-scaffold	na	na	VCDJ01010323.1	<>	na	Primary Assembly	11096	na
scaffold_10367	unplaced-scaffold	na	na	VCDJ01010324.1	<>	na	Primary Assembly	1863	na
scaffold_10368	unplaced-scaffold	na	na	VCDJ01010325.1	<>	na	Primary Assembly	9003	na
scaffold_10369	unplaced-scaffold	na	na	VCDJ01010326.1	<>	na	Primary Assembly	3947	na
scaffold_10370	unplaced-scaffold	na	na	VCDJ01010327.1	<>	na	Primary Assembly	5845	na
scaffold_10371	unplaced-scaffold	na	na	VCDJ01010328.1	<>	na	Primary Assembly	4751	na
scaffold_10372	unplaced-scaffold	na	na	VCDJ01010329.1	<>	na	Primary Assembly	2434	na
scaffold_10373	unplaced-scaffold	na	na	VCDJ01010330.1	<>	na	Primary Assembly	8564	na
scaffold_10374	unplaced-scaffold	na	na	VCDJ01010331.1	<>	na	Primary Assembly	5691	na
scaffold_10375	unplaced-scaffold	na	na	VCDJ01010332.1	<>	na	Primary Assembly	14929	na
scaffold_10376	unplaced-scaffold	na	na	VCDJ01010333.1	<>	na	Primary Assembly	487	na
scaffold_10377	unplaced-scaffold	na	na	VCDJ01010334.1	<>	na	Primary Assembly	2044	na
scaffold_10378	unplaced-scaffold	na	na	VCDJ01010335.1	<>	na	Primary Assembly	5210	na
scaffold_10379	unplaced-scaffold	na	na	VCDJ01010336.1	<>	na	Primary Assembly	2329	na
scaffold_10380	unplaced-scaffold	na	na	VCDJ01010337.1	<>	na	Primary Assembly	4086	na
scaffold_10381	unplaced-scaffold	na	na	VCDJ01010338.1	<>	na	Primary Assembly	1486	na
scaffold_10382	unplaced-scaffold	na	na	VCDJ01010339.1	<>	na	Primary Assembly	6714	na
scaffold_10383	unplaced-scaffold	na	na	VCDJ01010340.1	<>	na	Primary Assembly	14856	na
scaffold_10384	unplaced-scaffold	na	na	VCDJ01010341.1	<>	na	Primary Assembly	1735	na
scaffold_10385	unplaced-scaffold	na	na	VCDJ01010342.1	<>	na	Primary Assembly	3799	na
scaffold_10386	unplaced-scaffold	na	na	VCDJ01010343.1	<>	na	Primary Assembly	3317	na
scaffold_10387	unplaced-scaffold	na	na	VCDJ01010344.1	<>	na	Primary Assembly	13331	na
scaffold_10388	unplaced-scaffold	na	na	VCDJ01010345.1	<>	na	Primary Assembly	1471	na
scaffold_10389	unplaced-scaffold	na	na	VCDJ01010346.1	<>	na	Primary Assembly	1535	na
scaffold_10390	unplaced-scaffold	na	na	VCDJ01010347.1	<>	na	Primary Assembly	4177	na
scaffold_10391	unplaced-scaffold	na	na	VCDJ01010348.1	<>	na	Primary Assembly	1151	na
scaffold_10392	unplaced-scaffold	na	na	VCDJ01010349.1	<>	na	Primary Assembly	2323	na
scaffold_10393	unplaced-scaffold	na	na	VCDJ01010350.1	<>	na	Primary Assembly	2156	na
scaffold_10394	unplaced-scaffold	na	na	VCDJ01010351.1	<>	na	Primary Assembly	1009	na
scaffold_10395	unplaced-scaffold	na	na	VCDJ01010352.1	<>	na	Primary Assembly	1338	na
scaffold_10396	unplaced-scaffold	na	na	VCDJ01010353.1	<>	na	Primary Assembly	2144	na
scaffold_10397	unplaced-scaffold	na	na	VCDJ01010354.1	<>	na	Primary Assembly	8372	na
scaffold_10398	unplaced-scaffold	na	na	VCDJ01010355.1	<>	na	Primary Assembly	14776	na
scaffold_10399	unplaced-scaffold	na	na	VCDJ01010356.1	<>	na	Primary Assembly	4675	na
scaffold_10400	unplaced-scaffold	na	na	VCDJ01010357.1	<>	na	Primary Assembly	3706	na
scaffold_10401	unplaced-scaffold	na	na	VCDJ01010358.1	<>	na	Primary Assembly	2368	na
scaffold_10402	unplaced-scaffold	na	na	VCDJ01010359.1	<>	na	Primary Assembly	868	na
scaffold_10403	unplaced-scaffold	na	na	VCDJ01010360.1	<>	na	Primary Assembly	866	na
scaffold_10404	unplaced-scaffold	na	na	VCDJ01010361.1	<>	na	Primary Assembly	4632	na
scaffold_10405	unplaced-scaffold	na	na	VCDJ01010362.1	<>	na	Primary Assembly	277	na
scaffold_10406	unplaced-scaffold	na	na	VCDJ01010363.1	<>	na	Primary Assembly	2813	na
scaffold_10407	unplaced-scaffold	na	na	VCDJ01010364.1	<>	na	Primary Assembly	2006	na
scaffold_10408	unplaced-scaffold	na	na	VCDJ01010365.1	<>	na	Primary Assembly	2189	na
scaffold_10409	unplaced-scaffold	na	na	VCDJ01010366.1	<>	na	Primary Assembly	10236	na
scaffold_10410	unplaced-scaffold	na	na	VCDJ01010367.1	<>	na	Primary Assembly	2016	na
scaffold_10411	unplaced-scaffold	na	na	VCDJ01010368.1	<>	na	Primary Assembly	14638	na
scaffold_10412	unplaced-scaffold	na	na	VCDJ01010369.1	<>	na	Primary Assembly	1298	na
scaffold_10413	unplaced-scaffold	na	na	VCDJ01010370.1	<>	na	Primary Assembly	9649	na
